array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
34176;3.8560001850;62525;30001;4067;273408;54385504;26122755
34304;3.0160000324;62645;30535;2930;274432;54608743;26256048
34432;4.0659999847;63366;31246;3994;275456;54832056;26387203
34560;3.0600001812;63343;29795;2803;276480;55055440;26520498
34688;3.0440001488;63507;28758;4050;277504;55278898;26653809
34816;3.5830001831;63985;32559;4851;278528;55502427;26789281
34944;3.6740002632;64365;33674;4478;279552;55726028;26918295
35072;3.2460000515;64244;30526;4612;280576;55949700;27049413
35200;3.1750001907;64666;32746;4456;281600;56173443;27180549
35328;3.6230001450;64641;32549;4825;282624;56397258;27313843
35456;3.5340001583;65654;34440;4650;283648;56621143;27444998
35584;8.0500001907;64643;34359;4666;284672;56845099;27578293
35712;3.6990001202;65761;32856;2972;285696;57069125;27711606
35840;6.3630003929;65930;35609;4466;286720;57293220;27847075
35968;3.7170002460;66352;33644;2829;287744;57517386;27978247
36096;3.2280001640;66536;34412;3807;288768;57741621;28111541
36224;3.3980002403;66175;33903;2720;289792;57965925;28244853
36352;5.0770001411;67864;35339;3107;290816;58190298;28380324
36480;3.2640001774;67351;33659;2918;291840;58414739;28513654
36608;4.1760001183;67808;32860;3108;292864;58639249;28649124
36736;3.2950000763;67248;33137;2683;293888;58863828;28784611
36864;3.2780001163;68218;34463;3049;294912;59088474;28922258
36992;3.3080000877;68867;34895;2968;295936;59313188;29051291
37120;3.3240001202;68842;35382;3653;296960;59537970;29182409
37248;3.3420002460;69376;33584;4464;297984;59762819;29313545
37376;3.3710000515;69592;37207;5189;299008;59987735;29446839
37504;3.3900001049;70089;34774;4460;300032;60212718;29577994
37632;6.4800004959;70635;35831;4514;301056;60437767;29711289
37760;3.9520001411;70649;36895;3296;302080;60662883;29844601
37888;4.7950000763;70532;37082;4012;303104;60888065;29980071
38016;5.3100004196;71306;37959;5037;304128;61113313;30111243
38144;8.6610002518;71616;37871;5061;305152;61338626;30244538
38272;3.5160002708;71941;36446;3737;306176;61564005;30377849
38400;3.5290002823;71628;36266;3289;307200;61789449;30513319
38528;3.5220000744;72027;35689;4566;308224;62014959;30646650
38656;4.1300001144;72163;37322;3240;309248;62240533;30782120
38784;3.5400002003;72309;36639;2999;310272;62466172;30917608
38912;4.2140002251;72617;38287;3692;311296;62691875;31055255
39040;3.7410001755;72892;35829;3105;312320;62917642;31186444
39168;3.5730001926;73423;37889;3569;313344;63143473;31319739
39296;3.6150002480;73753;37277;3932;314368;63369368;31453051
39424;3.6240000725;74726;39328;3327;315392;63595327;31588521
39552;3.6290001869;74593;38243;3472;316416;63821349;31721852
39680;4.0700001717;74857;38507;4551;317440;64047434;31857322
39808;3.6570000648;75320;39442;3463;318464;64273582;31992810
39936;3.6490001678;75010;39524;3693;319488;64499793;32130456
40064;3.6790001392;75141;38841;3395;320512;64726066;32263805
40192;3.6960000992;75561;39287;3802;321536;64952402;32399275
40320;3.6740002632;76171;37588;3656;322560;65178800;32534762
40448;3.7030000687;76700;39350;3567;323584;65405259;32672409
40576;3.7440001965;77563;39418;3964;324608;65631781;32807916
40704;4.9970002174;76869;40504;5281;325632;65858364;32945562
40832;3.7480001450;77655;38969;4598;326656;66085008;33083226
40960;3.7820000648;77335;40340;4677;327680;66311714;33223048
41088;3.7830002308;77133;41941;3946;328704;66538481;33352099
41216;3.8150002956;78181;40543;3328;329728;66765308;33483217
41344;3.8630001545;78224;41956;5130;330752;66992196;33614353
41472;4.5090003014;78736;41083;5356;331776;67219144;33747648
41600;3.8740000725;79303;42143;4789;332800;67446153;33878802
41728;4.1100001335;80109;43918;4021;333824;67673221;34012096
41856;3.9290001392;79750;42754;3728;334848;67900350;34145408
41984;3.9370002747;80071;44415;4759;335872;68127538;34280878
42112;3.9550001621;80977;42537;3945;336896;68354785;34412051
42240;3.9850001335;80381;42742;3927;337920;68582092;34545345
42368;3.9810001850;80255;40922;3246;338944;68809458;34678657
42496;3.9930002689;80246;42496;3682;339968;69036883;34814127
42624;3.9980001450;81127;41082;4843;340992;69264367;34947458
42752;4.0260000229;81979;43454;5311;342016;69491909;35082928
42880;4.0310001373;82008;43254;3886;343040;69719510;35218416
43008;4.0570001602;82038;44790;3777;344064;69947169;35356062
43136;4.1430001259;82708;43571;5586;345088;70174886;35487253
43264;4.0989999771;83305;44874;5759;346112;70402661;35620547
43392;4.0880002975;83175;42701;4063;347136;70630494;35753859
43520;4.1050000191;83314;44856;4193;348160;70858384;35889329
43648;4.1560001373;84103;43823;3909;349184;71086332;36022660
43776;4.1660003662;83927;45206;4096;350208;71314337;36158130
43904;4.3120002747;84799;45688;5082;351232;71542399;36293618
44032;4.1579999924;85026;46449;5167;352256;71770518;36431264
44160;4.1610002518;84969;45165;5202;353280;71998693;36564613
44288;4.1790003777;84483;45406;4935;354304;72226925;36700083
44416;4.2890000343;85910;50256;4368;355328;72455214;36835571
44544;6.9460000992;85436;46278;5381;356352;72683559;36973217
44672;5.1360001564;85946;46372;4234;357376;72911959;37108724
44800;4.4130001068;85306;46370;4062;358400;73140416;37246370
44928;7.3420004845;86514;48043;3625;359424;73368928;37384035
45056;4.2850003242;85945;47270;5819;360448;73597497;37523856
45184;4.3260002136;87263;45596;5970;361472;73826120;37655065
45312;4.3180003166;87009;45975;5421;362496;74054799;37788360
45440;4.3600001335;86672;46634;5867;363520;74283533;37921672
45568;4.3400001526;87040;46304;5941;364544;74512321;38057141
45696;4.4320001602;88224;48584;4266;365568;74741165;38190472
45824;4.4050002098;87506;46986;3813;366592;74970063;38325942
45952;4.5830001831;88940;48817;5678;367616;75199016;38461430
46080;4.4160003662;88657;48155;5357;368640;75428023;38599076
46208;4.4530000687;89024;48082;4207;369664;75657085;38732425
46336;4.4770002365;89660;47354;4387;370688;75886200;38867897
46464;5.7550001144;89506;49175;5970;371712;76115369;39003384
46592;5.6250004768;90059;49485;4181;372736;76344592;39141030
46720;4.5280003548;90708;49101;5265;373760;76573869;39276536
46848;4.5000000000;90113;48471;4287;374784;76803199;39414182
46976;4.5659999847;90912;50534;4228;375808;77032583;39551846
47104;4.5170001984;90681;49328;5700;376832;77262019;39691668
47232;4.5270004272;91931;50830;5331;377856;77491509;39825035
47360;4.5410003662;91640;49988;5473;378880;77721051;39960505
