array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
44544;4.5810003281;33680;11681;5582;356352;694458777600;20618248
44672;4.7070002556;41425;12798;5814;357376;698455654400;21490188
44800;4.6020002365;35403;13674;5829;358400;702464000000;20811354
44928;4.6660003662;37415;13598;5612;359424;706483814400;21226302
45056;4.8280000687;42322;14737;6546;360448;710515097600;21893995
45184;4.6370000839;36254;12165;3688;361472;714557849600;21174083
45312;6.0760002136;35774;14752;4227;362496;718612070400;21149160
45440;4.6930003166;34209;14862;5798;363520;722677760000;21052421
45568;4.6900000572;36187;14609;3324;364544;726754918400;21419736
45696;4.6250000000;33474;12981;3800;365568;730843545600;21032489
45824;4.8190002441;40378;17039;3580;366592;734943641600;21921469
45952;4.8210000992;39467;15972;3659;367616;739055206400;22013383
46080;5.2770004272;34237;12399;5315;368640;743178240000;21365509
46208;5.0740003586;49403;23791;5504;369664;747312742400;23015416
46336;4.8620004654;40364;17269;5840;370688;751458713600;22130319
46464;4.7740001678;36142;14600;5009;371712;755616153600;21759581
46592;4.8020000458;34648;11512;3502;372736;759785062400;21744557
46720;4.7690000534;34476;12249;3196;373760;763965440000;21682016
46848;4.7930002213;35833;15324;3437;374784;768157286400;21769127
46976;4.8340001106;34261;14758;3476;375808;772360601600;21561890
47104;5.0580000877;42502;14338;4143;376832;776575385600;22688148
47232;4.8550000191;37213;12800;5828;377856;780801638400;22135334
47360;5.0430002213;43581;12743;6047;378880;785039360000;22787689
47488;4.9570002556;38239;12374;7014;379904;789288550400;22345693
47616;4.9910001755;38547;12603;6398;380928;793549209600;22429775
47744;4.9230003357;38650;15797;5695;381952;797821337600;22421351
47872;4.9370002747;35939;14585;6874;382976;802104934400;22275814
48000;7.9680004120;35563;14802;6302;384000;806400000000;22340259
48128;4.9250001907;38458;17470;5882;385024;810706534400;22388823
48256;5.1080002785;42831;12193;5664;386048;815024537600;23075138
48384;5.0490002632;40393;15975;3596;387072;819354009600;22942352
48512;4.9820003510;36703;14355;6122;388096;823694950400;22450704
48640;5.0830001831;41010;16938;5950;389120;828047360000;23049367
48768;5.0180001259;39419;13201;6413;390144;832411238400;22602425
48896;5.0760002136;42156;18556;6297;391168;836786585600;23126177
49024;5.1440000534;38696;15250;6119;392192;841173401600;23092816
49152;5.2120003700;44503;21876;6418;393216;845571686400;23668977
49280;5.1520004272;40901;17380;6106;394240;849981440000;23313372
49408;5.1610002518;43130;18054;5934;395264;854402662400;23360511
49536;5.1380000114;39760;12730;6440;396288;858835353600;23345716
49664;5.2210001945;42240;19921;5684;397312;863279513600;23665035
49792;5.2610001564;47365;17935;6466;398336;867735142400;24041710
49920;5.2780003548;44962;17680;6118;399360;872202240000;24032154
50048;5.2550001144;39783;19248;6040;400384;876680806400;23381746
50176;10.8060007095;38073;18545;6505;401408;881170841600;23189357
50304;5.2640004158;44207;19586;3706;402432;885672345600;24033876
50432;5.2180004120;39972;16720;2949;403456;890185318400;23678446
50560;5.0540003777;36533;15797;4144;404480;894709760000;22932498
50688;5.5880002975;52813;22503;3508;405504;899245670400;25218476
50816;5.2530002594;43492;17323;3476;406528;903793049600;23989284
50944;5.5890002251;55093;22528;4326;407552;908351897600;25682348
51072;5.4060001373;44977;17025;3653;408576;912922214400;24374660
51200;5.4820003510;49471;22175;4069;409600;917504000000;25015420
51328;5.5850000381;50789;22765;3320;410624;922097254400;25316515
51456;5.4990000725;49482;26632;3825;411648;926701977600;25199333
