array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
50304;4.5670003891;98781;3397;26;402432;83014804;42534947
50432;4.3700003624;99413;3562;22;403456;83245574;42607313
50560;4.7250003815;99541;3225;22;404480;83476394;42679697
50688;4.4900002480;100019;3937;20;405504;83707263;42754240
50816;4.7660002708;100348;3675;19;406528;83938182;42826643
50944;4.6290001869;100151;3498;21;407552;84169149;42901184
51072;4.3820004463;100753;3453;20;408576;84400166;42975744
51200;4.6300001144;101434;3417;24;409600;84631232;43052462
51328;4.1790003777;100911;3336;23;410624;84862346;43122725
51456;4.4300003052;101827;3697;18;411648;85093509;43195092
51584;4.2010002136;102246;3848;19;412672;85324721;43267475
51712;4.2090001106;102528;3292;13;413696;85555981;43342017
51840;4.4070000648;102705;3470;17;414720;85787289;43414420
51968;4.8510003090;103200;3844;20;415744;86018646;43488962
52096;4.3410000801;103157;3076;32;416768;86250050;43563522
52224;4.7030000687;103575;3413;19;417792;86481503;43640240
52352;4.2450003624;103826;3556;18;418816;86713003;43712661
52480;4.2610001564;104024;3499;21;419840;86944551;43787203
52608;4.7010002136;104719;3465;15;420864;87176147;43861763
52736;4.7170000076;104541;3403;23;421888;87407790;43938481
52864;4.8830003738;104869;3330;14;422912;87639481;44013060
52992;4.4860000610;105352;3351;21;423936;87871218;44089778
53120;4.2770004272;105933;3310;20;424960;88103003;44166514
53248;4.5230002403;106723;3688;22;425984;88334835;44245409
53376;4.3020000458;106097;3657;22;427008;88566714;44315689
53504;4.5750002861;106548;3540;14;428032;88798639;44388055
53632;4.8010001183;106832;3779;22;429056;89030612;44460439
53760;4.7920002937;107174;3964;19;430080;89262630;44534981
53888;5.2940001488;107360;3762;21;431104;89494696;44607384
54016;4.6520004272;107801;3722;24;432128;89726807;44681926
54144;4.9820003510;107992;3933;14;433152;89958965;44756488
54272;4.8240003586;108471;3824;19;434176;90191169;44833204
54400;4.7020001411;108880;3843;18;435200;90423419;44905625
54528;4.8860001564;109273;3851;21;436224;90655715;44980168
54656;4.7610001564;109533;4125;23;437248;90888057;45054727
54784;6.2380003929;109407;4068;23;438272;91120444;45131446
54912;4.8750000000;109988;3752;24;439296;91352877;45206024
55040;8.0209999084;110717;4185;26;440320;91585356;45282743
55168;4.4990000725;110457;3722;27;441344;91817879;45359479
55296;4.8390002251;110919;4002;19;442368;92050449;45438372
55424;4.9130001068;110572;3767;24;443392;92283063;45510812
55552;4.7300000191;110955;4127;19;444416;92515722;45585353
55680;10.5470008850;111470;4405;20;445440;92748427;45659914
55808;5.0580000877;111636;3879;18;446464;92981176;45736631
55936;4.7840003967;111817;3520;18;447488;93213970;45811210
56064;5.2360000610;112501;3854;21;448512;93446808;45887928
56192;8.9739999771;112910;3835;19;449536;93679691;45964665
56320;4.4600000381;112800;3583;18;450560;93912619;46043558
56448;4.6620001793;113918;3745;11;451584;94145591;46118155
56576;4.8010001183;113613;3644;15;452608;94378607;46194873
56704;4.8240003586;114334;4042;17;453632;94611667;46271610
56832;5.1260004044;114042;3934;23;454656;94844772;46350503
56960;4.4800000191;114428;3892;16;455680;95077920;46427258
57088;5.1160001755;114986;3934;19;456704;95311112;46506152
57216;4.8990001678;115868;3646;19;457728;95544348;46585065
57344;4.4880003929;115977;3905;15;458752;95777627;46666134
57472;4.7260003090;115154;3949;19;459776;96010951;46736434
57600;7.2260003090;116157;4026;19;460800;96244317;46808799
57728;5.0240001678;116653;3884;19;461824;96477727;46881183
57856;4.5160002708;116934;3889;11;462848;96711180;46955725
57984;4.7940001488;117374;4196;15;463872;96944677;47028128
58112;5.1610002518;116762;4197;14;464896;97178216;47102672
58240;5.0880002975;117872;4439;17;465920;97411798;47177230
58368;4.5650000572;117627;3994;21;466944;97645424;47253948
58496;4.7560000420;118000;3871;19;467968;97879092;47326369
58624;5.2520003319;118527;4381;22;468992;98112802;47400912
58752;4.5840001106;118458;3913;22;470016;98346556;47475471
58880;5.6050004959;118852;4224;15;471040;98580352;47552190
59008;4.5970001221;119503;4059;22;472064;98814190;47626768
59136;4.8080000877;119505;3971;20;473088;99048071;47703486
59264;4.6090002060;119358;3939;21;474112;99281993;47780222
59392;4.6250000000;120001;4033;21;475136;99515958;47859115
59520;5.4560003281;120486;3889;23;476160;99749965;47931555
59648;5.3130002022;120457;4495;22;477184;99984014;48006098
59776;5.2020001411;121841;4419;14;478208;100218105;48080659
59904;4.6810002327;121721;4145;18;479232;100452238;48157375
60032;4.6600003242;121686;3934;8;480256;100686412;48231954
60160;4.6670002937;121504;4306;15;481280;100920628;48308672
60288;5.0380001068;122616;4371;19;482304;101154886;48385408
60416;5.2090001106;123167;4215;31;483328;101389185;48464302
60544;4.8280000687;123534;4416;23;484352;101623525;48538900
60672;5.2160000801;123669;4269;26;485376;101857906;48615617
60800;4.6930003166;123602;4308;18;486400;102092329;48692353
60928;5.0060000420;124969;4617;19;487424;102326793;48771248
61056;5.1770000458;124563;4550;11;488448;102561297;48848001
61184;5.3760004044;125540;4348;27;489472;102795843;48926896
61312;4.9600000381;124455;3996;30;490496;103030430;49005808
61440;5.2590003014;125650;4457;32;491520;103265057;49086878
61568;5.7650003433;125803;4395;21;492544;103499725;49159337
61696;5.1410002708;125516;4089;20;493568;103734433;49233877
61824;5.0230002403;125700;4360;21;494592;103969182;49308437
61952;4.7590003014;126550;4197;15;495616;104203971;49385155
62080;5.3470001221;126868;4285;20;496640;104438801;49459734
62208;5.0370001793;126686;4499;18;497664;104673670;49536453
62336;4.7920002937;127543;4467;21;498688;104908580;49613188
